Run,BatchSize,LearningRate,Epochs,TrainAccuracy,TrainLoss,TrainHistory,ValAccuracy,ValLoss,ValHistory,GPUCount,PreTrain,SyncAmount,MergeType,TrainTime,SavePathInput,SavePathOutput
0,32,0.0001,30,99.98771951369274,0.0013683876902944,,20.36499377851514,5.352940998579326,,1,True,1,NONE,3246.804966688156,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/0.pth
1,32,0.0001,30,53.40783495026403,2.136251351178861,,16.756532559104105,4.647627055644989,,3,True,1,MeanWeight,1420.3207008838654,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/1MeanWeight.pth
1,32,0.0001,30,53.10082279258258,2.10624272776585,,18.249688925756946,4.704306147600475,,3,True,1,MaximumWeight,1424.65815671285,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/1MaximumWeight.pth
1,32,0.0001,30,53.567481272258384,2.0537033670088825,,19.411032766486937,4.5530739803063245,,3,True,1,MinimumWeight,1422.7506190935771,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/1MinimumWeight.pth
1,32,0.0001,30,54.255188505464815,2.0383955546453887,,17.71049357113231,4.637630437549792,,3,True,1,MedianWeight,1419.7559074560802,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/1MedianWeight.pth
2,32,0.0001,30,87.19145278153015,0.4091485355998955,,20.48942347573621,4.286416003578587,,3,True,3,MinimumWeight,1427.9796637694042,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/2MinimumWeight.pth
2,32,0.0001,30,86.77391624708338,0.4443035821996483,,21.0700953961012,4.208742728358821,,3,True,3,MedianWeight,1419.323161204656,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/2MedianWeight.pth
2,32,0.0001,30,86.3318187400221,0.4340111633434015,,21.899626710908336,4.256384065276698,,3,True,3,MeanWeight,1415.9481624762218,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/2MeanWeight.pth
2,32,0.0001,30,87.55986737074788,0.4063221507797054,,21.775197013687265,4.235407217552788,,3,True,3,MaximumWeight,1419.135626077652,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/2MaximumWeight.pth
3,32,0.0001,30,96.31585410782267,0.1213879791544933,,19.867274989630857,4.972280295271623,,3,True,5,MaximumWeight,1415.7989110151927,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/3MaximumWeight.pth
3,32,0.0001,30,95.67726881984528,0.1431805664892582,,20.03318125259229,5.017100814141725,,3,True,5,MinimumWeight,1412.5374500751495,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/3MinimumWeight.pth
3,32,0.0001,30,96.75795161488396,0.1053585103292967,,20.94566569888013,4.854669304270494,,3,True,5,MedianWeight,1413.700198173523,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/3MedianWeight.pth
3,32,0.0001,30,95.61586638830896,0.1452719864453755,,20.19908751555371,4.99514621182492,,3,True,5,MeanWeight,1413.0298981666565,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/3MeanWeight.pth
4,32,0.0001,30,96.14392729952108,0.1238861794400887,,18.291165491497303,5.526573570151078,,3,True,10,MeanWeight,1412.853357076645,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/4MeanWeight.pth
4,32,0.0001,30,96.81935404642024,0.1012885834437374,,17.420157610949815,5.51003182561774,,3,True,10,MaximumWeight,1410.7008978525798,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/4MaximumWeight.pth
4,32,0.0001,30,98.15792705391134,0.062776599802515,,19.1621733720448,5.551418483257294,,3,True,10,MinimumWeight,1412.4590944449108,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/4MinimumWeight.pth
4,32,0.0001,30,98.6000245609726,0.0468198372265689,,18.70593114890087,5.478495243348573,,3,True,10,MedianWeight,1415.3139164447784,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/4MedianWeight.pth
5,32,0.0001,30,36.91514183961685,3.119147143644445,,16.175860638739113,4.768897790657847,,5,True,1,MaximumWeight,1062.620166826248,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/5MaximumWeight.pth
5,32,0.0001,30,39.27299521061034,2.92547717702155,,15.470759021153048,4.771403871084514,,5,True,1,MinimumWeight,1061.2401500701903,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/5MinimumWeight.pth
5,32,0.0001,30,38.43792214171681,3.0659173544715435,,14.80713396930734,4.892496344290282,,5,True,1,MedianWeight,1060.1282669067382,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/5MedianWeight.pth
5,32,0.0001,30,40.19403168365467,2.908286905756184,,17.21277478224803,4.735626917136343,,5,True,1,MeanWeight,1079.9784155368804,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/5MeanWeight.pth
6,32,0.0001,30,78.34950264030455,0.7232684959383572,,21.567814184985483,4.170886504022699,,5,True,3,MaximumWeight,1066.3532507419586,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/6MaximumWeight.pth
6,32,0.0001,30,76.69163698882475,0.780440510488024,,21.73372044794691,4.087305291702873,,5,True,3,MinimumWeight,1063.4660954475405,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/6MinimumWeight.pth
6,32,0.0001,30,77.45302713987473,0.7467034121354421,,22.10700953961012,4.109139238533221,,5,True,3,MedianWeight,1062.8008482933044,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/6MedianWeight.pth
6,32,0.0001,30,78.38634409922633,0.7192063116559795,,22.52177519701369,4.020559963427092,,5,True,3,MeanWeight,1063.0422887325287,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/6MeanWeight.pth
7,32,0.0001,30,93.88431781898564,0.1997693873832331,,20.572376607216924,5.011251826035349,,5,True,5,MeanWeight,1063.0608859062197,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/7MeanWeight.pth
7,32,0.0001,30,93.00012280486308,0.2216569909570264,,20.240564081294067,4.973072048864867,,5,True,5,MinimumWeight,1063.031357955933,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/7MinimumWeight.pth
7,32,0.0001,30,91.75979368783004,0.2643218589033566,,19.8257984238905,4.948955438638988,,5,True,5,MaximumWeight,1063.5732313632966,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/7MaximumWeight.pth
7,32,0.0001,30,92.84047648286872,0.2324146995357438,,20.282040647034425,4.865599491094288,,5,True,5,MedianWeight,1063.8480731964112,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/7MedianWeight.pth
8,32,0.0001,30,97.56846371116296,0.0817252604053447,,19.07922024056408,5.495300026316392,,5,True,10,MaximumWeight,1063.2473624706267,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/8MaximumWeight.pth
8,32,0.0001,30,95.99656146383396,0.1357643598508016,,18.08378266279552,5.740484463541131,,5,True,10,MinimumWeight,1063.2295245170594,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/8MinimumWeight.pth
8,32,0.0001,30,95.48078103892914,0.1363715273054207,,18.000829531314807,5.708256596013119,,5,True,10,MedianWeight,1065.1713176250455,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/8MedianWeight.pth
8,32,0.0001,30,97.27373203978875,0.0854721780473768,,19.037743674823723,5.4890530705451965,,5,True,10,MeanWeight,1064.0327280044555,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/8MeanWeight.pth
9,32,0.0001,30,29.64509394572025,3.515307292751237,,13.770219825798424,4.736606346933465,,8,True,1,MaximumWeight,864.7269660234451,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/9MaximumWeight.pth
9,32,0.0001,30,31.057349871054893,3.359143653570437,,14.890087100788056,4.577144469085493,,8,True,1,MinimumWeight,864.8952763080597,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/9MinimumWeight.pth
9,32,0.0001,30,30.7380572270662,3.430874661838307,,14.350891746163418,4.732373199964824,,8,True,1,MedianWeight,864.9591926336288,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/9MedianWeight.pth
9,32,0.0001,30,29.53456956895493,3.524285915318657,,14.724180837826628,4.7762407378146525,,8,True,1,MeanWeight,867.7340261340141,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/9MeanWeight.pth
10,32,0.0001,30,70.61279626673216,0.9846228002333174,,21.816673579427626,4.036137769096776,,8,True,3,MeanWeight,868.1235754191875,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/10MeanWeight.pth
10,32,0.0001,30,71.79172295222891,0.9597656368040572,,19.99170468685193,4.118855764991359,,8,True,3,MinimumWeight,864.5104825794697,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/10MinimumWeight.pth
10,32,0.0001,30,72.73732039788776,0.9160999834537508,,19.328079635006223,4.140318302731765,,8,True,3,MaximumWeight,863.3611420094967,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/10MaximumWeight.pth
10,32,0.0001,30,72.62679602112243,0.9221732160624336,,20.32351721277478,4.0206032113025065,,8,True,3,MedianWeight,865.8119788765907,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/10MedianWeight.pth
11,32,0.0001,30,88.34581849441238,0.3731958936242496,,18.91331397760265,5.010839477965706,,8,True,5,MaximumWeight,870.4860106408596,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/11MaximumWeight.pth
11,32,0.0001,30,90.85103770109296,0.3048040788547665,,18.99626710908337,4.976684071515736,,8,True,5,MinimumWeight,869.4891499876976,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/11MinimumWeight.pth
11,32,0.0001,30,89.42650128945107,0.3362848206916276,,19.57693902944836,4.962549244102679,,8,True,5,MedianWeight,871.3973667621613,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/11MedianWeight.pth
11,32,0.0001,30,91.28085472184698,0.272096794551494,,18.91331397760265,5.000330319530086,,8,True,5,MeanWeight,869.2729781866074,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/11MeanWeight.pth
12,32,0.0001,30,95.30885423062752,0.1518572030479417,,16.715055993363748,5.588740671935835,,8,True,10,MaximumWeight,869.5212067961693,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/12MaximumWeight.pth
12,32,0.0001,30,94.54746407957757,0.1783394015960249,,16.96391538780589,5.673512634478118,,8,True,10,MinimumWeight,871.161116629839,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/12MinimumWeight.pth
12,32,0.0001,30,94.7685128331082,0.1597712326447899,,17.627540439651597,5.693550439257371,,8,True,10,MedianWeight,873.0602228045464,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/12MedianWeight.pth
12,32,0.0001,30,95.82463465553236,0.1341301315811042,,18.249688925756946,5.4748621928064445,,8,True,10,MeanWeight,871.1582292616367,../SynchronizationProject/SaveData/PreSave15.pth,../SynchronizationProject/SaveData/Weights/12MeanWeight.pth
